"from","to","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Barbados","Argentina","0","0.000000","0.000000","0.000000","7.273000","35.452000","-92.956000","57.825000","-19.294000","-8.595000","10.200000","19.065000"
"Barbados","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","37.533624","-21.842646"
"Barbados","Bolivia","0","0.000000","0.000000","0.000000","0.000000","0.617000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Barbados","Brazil","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-304.220000","0.000000","0.000000","0.000000","0.000000"
"Barbados","Chile","0","0.000000","0.000000","0.000000","0.000000","86.000000","5.000000","497.000000","0.000000","0.000000","0.000000","0.000000"
"Barbados","China","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","310.050000","0.000000"
"Barbados","Colombia","5.337","-0.574000","0.000000","10.756000","1.120000","6.997000","31.708000","115.066000","74.907000","133.895000","350.037000","340.976000"
"Barbados","Ecuador","0","-19.689000","32.000000","-219.240000","15.094000","-24.509000","0.000000","6.676000","3.788000","18.878000","17.620000","25.471000"
"Barbados","France","205.814713067445","0.941132","-3.385875","-38.491864","-4.974382","82.795892","-4.106001","-80.565423","4.167575","-1.324424","0.000000","0.000000"
"Barbados","Germany","-168.231156768172","140.228695","-115.119736","-155.209129","43.525842","-101.613140","-239.516696","29.296517","63.902823","0.000000","0.000000","0.000000"
"Barbados","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.991535"
"Barbados","Japan","0","0.000000","0.000000","0.000000","10.572230","10.606282","86.944163","24.212696","16.925599","4.982701","4.675780","0.000000"
"Barbados","Korea, Republic of","9.553","0.000000","0.000000","0.000000","-2.840000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Barbados","Luxembourg","0","7.529057","-2.257250","23.591788","-29.846292","171.864200","17.792669","-145.017761","26.394644","-37.083882","-9.730940","1982.541302"
"Barbados","Mexico","-13.646","-19.907000","-6.913000","2.350000","-1.450000","0.000000","0.000000","0.000000","18.649000","10.267000","-2.803000","0.000000"
"Barbados","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-0.994926","0.000000","0.000000"
"Barbados","Romania","0","0.000000","3.894884","3.348792","-1.243595","8.781382","6.843334","0.000000","0.000000","0.000000","0.000000","0.000000"
"Barbados","Spain","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","178.595749"
"Barbados","Sweden","-27.5126584116719","..","0.000000","0.000000","..","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Barbados","United Republic of Tanzania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","530.700000","-242.400000","0.000000"
"Barbados","United States","3075","4169.000000","4699.000000","-861.000000","-992.000000","-354.000000","-3135.000000","-855.000000","2731.000000","-767.000000","312.000000","0.000000"
"Barbados","Venezuela","14","1.000000","15.000000","15.000000","167.000000","23.000000","27.000000","4.000000","-34.000000","233.000000","12.000000","0.000000"
"Belarus","World","0.3","-206.200000","1.500000","1.300000","2.500000","3.000000","15.200000","30.600000","102.300000","50.600000","125.500000","155.500000"
"Belarus",NA,"0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Belarus",NA,"0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Belarus",NA,"0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Belarus","Transition economies","0.3","-206.100000","1.500000","0.600000","3.027600","2.443600","14.139200","28.666421","99.104609","43.994067","120.162070","108.000000"
"Belarus","CIS","0.3","-206.100000","1.500000","0.600000","3.027600","2.443600","14.139200","28.666421","99.104609","43.994067","120.162070","108.000000"
"Belarus","Russian Federation","0.1","-206.700000","0.000000","0.000000","2.977600","1.953000","2.112900","25.285121","93.259309","40.324667","119.424670","110.300000"
"Belarus","Ukraine","0.001","0.500000","1.500000","0.000000","0.000000","0.490600","12.026300","3.381300","5.845300","3.669400","0.737400","-2.300000"
"Belarus","Unspecified","0","0.000000","0.000000","0.700000","-0.527600","0.556400","1.060800","1.933579","3.195391","6.605933","5.337930","47.500000"
"Belize","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.778384","1.324424","16.681611","0.000000"
"Belize","Bulgaria","0","0.000000","0.000000","0.000000","20.021887","4.390691","14.644735","26.659831","5.001091","-6.754564","25.583613","-21.635783"
"Belize","Croatia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.503324","8.783582","0.000000","-0.821027"
"Belize","Cyprus","0","0.000000","1.118467","0.533315","0.000000","0.000000","2.983694","15.014465","7.362717","..","278.026843",".."
"Belize","Czech Republic","0","0.000000","4.693538","1.894956","-5.564043","20.986387","11.175882","7.321005","-3.599014","9.661279","-22.146938","0.915949"
"Belize","Ecuador","0","0.000000","0.000000","2.608000","-2.162000","0.789000","0.000000","0.000000","8.890000","0.000000","0.000000","0.000000"
"Belize","Estonia","1.38400002864683","1.325993","0.000000","3.392547","11.737054","4.034418","1.868230","-26.662760","1.241176","4.574658","0.000000","0.000000"
"Belize","India","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.390000","0.000000"
"Belize","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","62.313692","-59.471301","0.000000","0.000000","0.000000"
"Belize","Kenya","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.511426","0.000000","0.000000","0.000000","0.000000","0.000000"
"Belize","Korea, Republic of","0","0.000000","0.000000","0.638000","0.855000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Belize","Latvia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.583894","1.039897","3.560479","6.409350","1.995080","-2.194286"
"Belize","Lithuania","0","2.143075","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.617727","1.495305","2.069769"
"Belize","Luxembourg","0","1.882264","-3.385875","13.658403","8.705168","-8.781382","5.474667","13.183433","1.389192","2.648849","-2.780268","0.000000"
"Belize","Mexico","0","1.193000","0.000000","0.000000","2.541000","-0.745000","0.000000","0.000000","0.000000","0.000000","0.000000","0.562000"
"Belize","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-4.897000","0.000000"
"Belize","Portugal","74.3000062639261","-90.045645","-130.369715","-162.743601","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Belize","Qatar","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-45.769231","0.000000","0.000000","0.000000"
"Belize","Romania","0","0.000000","1.141040","0.000000","-2.487191","1.254483","2.737334","-1.464826","0.000000","0.000000","-2.780268","0.000000"
"Belize","Slovakia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.389192","2.648849","1.390134","-8.994031"
"Belize","United States","0","0.000000","0.000000","0.000000","4.000000","2.000000","5.000000","..","-1.000000","0.000000","1.000000","0.000000"
"Benin","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.390134","0.000000"
"Benin","Denmark","0","0.000000","0.000000","0.000000","-1.334020","-3.531323","-3.857670","0.000000","0.000000","0.000000","0.000000","0.000000"
"Benin","France","0","0.941132","2.257250","2.483346","2.487191","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Benin","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","25.312191","-23.796856","0.000000","0.000000","0.000000"
"Benin","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.324424","0.000000","0.000000"
"Benin","Sweden","0","0.000000","0.000000","0.000000","-0.000013","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Bermuda","Argentina","0","0.000000","0.000000","0.000000","-181.157000","208.325000","205.071000","124.000000","521.225000","720.747000","-40.091000","846.008000"
"Bermuda","Australia","9.3098311817279","228.191420","186.132783","-16.914874","-187.098597","263.560171","..","83.879951","2882.568106","-1218.169810","..","1083.038845"
"Bermuda","Bangladesh","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.290000","0.000000","3.970000"
"Bermuda","Belgium","0","..","..","..","242.501119","..","0.000000","0.000000","4575.997822","1007.886947","-2439.685552","-2897.362693"
"Bermuda","Bolivia","0","0.000000","0.000000","0.000000","0.857000","2.570000","7.923000","19.659000","0.000000","0.000000","0.000000","0.000000"
"Bermuda","Brazil","606.862","1388.776000","603.211000","104.127000","-10.997000","514.391000","1482.900000","1014.373000","338.978000","386.991000","566.307000","174.972000"
"Bermuda","Bulgaria","0","0.000000","-1.154583","3.831803","0.000000","0.000000","-0.547467","0.000000","0.000000","0.000000","0.000000","0.000000"
"Bermuda","Chile","0","0.000000","0.000000","0.000000","0.000000","2029.000000","1283.000000","1010.000000","1809.587000","1192.181000","1530.625000","1638.860000"
"Bermuda","China","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","791.600000"
"Bermuda","Colombia","-5.147","163.854000","17.996000","547.237000","283.866000","273.045000","124.967000","401.840000","652.790000","518.813000","920.887000","938.267000"
"Bermuda","Croatia","0","0.000000","0.000000","0.000000","0.000000","0.000000","1.401515","0.000000","0.000000","0.000000","0.000000","0.000000"
"Bermuda","Cyprus","0","13.034686","13.073990","3.137443","-0.754182","0.000000","0.547467","148.694474","553.467909","235.575363","..",".."
"Bermuda","Czech Republic","0","3.747881","-9.231096","5.361909","..","0.000000","-247.953798","302.238266","0.514452","0.817403","1.068779","-9.423931"
"Bermuda","Denmark","0","0.000000","0.000000","0.000000","32.183241","27.073475","2913.826993","-218.315343","0.000000","0.000000","0.000000","0.000000"
"Bermuda","Ecuador","0","0.000000","0.000000","2.105000","2.170000","0.000000","2.245000","3.197000","2.417000","3.536000","1.984000","6.924000"
"Bermuda","Egypt","0","0.000000","0.000000","0.000000","0.000000","0.000000","6.100000","4.000000","0.000000","10.300000","2.400000","18.200000"
"Bermuda","El Salvador","0","0.000000","0.600000","0.600000","0.500000","1.000000","0.000000","0.000000","0.000000","-11.088000","21.187000","2.266000"
"Bermuda","Estonia","0","..","-9.022132","10.078261","-4.534149","19.734275","-9.523184","..","0.000000","0.000000","0.000000","0.000000"
"Bermuda","France","-280.086979087435","397.157781","274.255841","199.909358","16.166741","642.295403","966.278786","297.359651","747.385194","768.166136","-992.555831","-2132.870104"
"Bermuda","Germany","-784.780449391952","1404.169216","-12.414873","-2853.364623","-1338.108740","6538.366487","3037.071710","-615.226865","-47.232522","0.000000","0.000000","0.000000"
"Bermuda","Honduras","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","23.113000","11.183000","12.271000","15.237000"
"Bermuda","Hong Kong, China","1859.27231928194","269.268052","-1900.664590","1052.901900","5901.768345","1750.810715","2781.544898","3005.073952","6940.368304","3694.088300","5177.286742","9411.558425"
"Bermuda","Iceland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.161999"
"Bermuda","India","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.970000","0.000000","0.000000"
"Bermuda","Indonesia","0","0.000000","0.000000","0.000000","-158.820000","-231.810000","0.000000","-67.000000","-7.690000","82.000000","10.000000","64.000000"
"Bermuda","Ireland","0","0.000000","0.000000","0.000000","0.000000","-5311.481908","3475.045098","5479.913575","6391.671517","11023.184049","-11550.625213","3213.438623"
"Bermuda","Israel","0","0.000000","0.000000","0.000000","15.843983","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Bermuda","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-18.046655","0.000000","8.555781","46.847523","-65.797758"
"Bermuda","Japan","0","0.000000","0.000000","0.000000","-34.908741","431.052816","310.009868","190.885167","-312.741570","-1021.032252","117.652086","0.000000"
"Bermuda","Korea, Republic of","50.544","6.343000","0.000000","33.343000","32.487000","8.180000","24.900000","142.281528","28.810361","3.128134","0.000000","0.000000"
"Bermuda","Latvia","0","0.000000","0.000000","0.000000","-1.239559","2.855063","1.751682","-1.663835","-4.549501","-0.565531","0.000000","0.914286"
"Bermuda","Lithuania","0","0.000000","0.000000","0.000000","-1.881739","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Bermuda","Luxembourg","0","1015.481624","5404.984459","887.796217","516.092126","1270.791491","1094.933469","222.653532","172.259784","-22471.508321","10348.159115","32922.006337"
"Bermuda","Macao, China","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-117.856729","198.251284"
"Bermuda","Madagascar","0","0.000000","4.037696","0.000000","0.000000","0.000000","0.000000","18.906911","0.000000","0.000000","0.000000","0.000000"
"Bermuda","Malaysia","887.1","130.770000","31.210000","-72.830000","163.240000","112.880000","0.000000","448.059703","331.694141","127.430777","410.228431","212.717236"
"Bermuda","Mexico","33.168","2.510000","7.808000","30.984000","4.277000","9.847000","591.528000","12.950000","-27.837000","-9.150000","-8.092000","-18.088000"
"Bermuda","New Zealand","377.088807146611","..","..","-72.248588","128.144649","..","15.433460","-37.955199","4.374563","233.457988","-70.310710",".."
"Bermuda","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-3156.358000","2838.775000"
"Bermuda","Other Africa","93.576","36.624000","4.276696","2.852000","11.109000","6.337000","142.636000","69.280806","80.950243","88.415819","-3111.156000","2825.664000"
"Bermuda","Philippines","0.63","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-21.270000","29.830000","0.000000","0.000000","10.000000"
"Bermuda","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.160747","3.105118","-2.272350"
"Bermuda","Portugal","-5.83260999901567","1.457814","-17.743111","3041.635780","0.000000","0.000000","0.000000","0.000000","0.000000","-1.629042","0.000000","0.000000"
"Bermuda","Romania","0","0.000000","0.909672","0.000000","1.243595","-8.781382","0.000000","0.000000","0.000000","0.000000","-11.121074","-6.424308"
