"from","to","n","from_iso","to_iso","nd","PERC","NDX"
"Saudi Arabia","Sudan",590.398331647335,"SAU","SDN",0.341458032,0.00330363061484959,0.00112805120820149
"Senegal","Sudan",270.516961323361,"SEN","SDN",0.472086175,0.000424918108598026,0.000200597964576277
"Serbia","Sudan",0,"SRB","SDN",0.334148658,0,0
"Seychelles","Sudan",0,"SYC","SDN",0.372139737,0,0
"Sierra Leone","Sudan",0,"SLE","SDN",0.589453921,0,0
"Singapore","Sudan",0,"SGP","SDN",0.352335547,0,0
"Slovak Republic","Sudan",0,"SVK","SDN",0.187754477,0,0
"Slovenia","Sudan",0,"SVN","SDN",0.170795336,0,0
"Solomon Islands","Sudan",0,"SLB","SDN",0.54393412,0,0
"Somalia","Sudan",2272.73739038823,"SOM","SDN",0.619269074,0.00279455687649397,0.00173058264914675
"South Africa","Sudan",0,"ZAF","SDN",0.365560843,0,0
"Spain","Sudan",0,"ESP","SDN",0.213517562,0,0
"Sri Lanka","Sudan",0,"LKA","SDN",0.331939377,0,0
"St. Kitts and Nevis","Sudan",0,"KNA","SDN",0.397369798,0,0
"St. Lucia","Sudan",0,"LCA","SDN",0.303784368,0,0
"St. Vincent and the Grenadines","Sudan",0,"VCT","SDN",0.361696647,0,0
"Sudan","Sudan",0,"SDN","SDN",0.526867847,0,0
"Suriname","Sudan",0,"SUR","SDN",0.305608387,0,0
"Swaziland","Sudan",0,"SWZ","SDN",0.411058237,0,0
"Sweden","Sudan",0,"SWE","SDN",0.205265765,0,0
"Switzerland","Sudan",0,"CHE","SDN",0.155764363,0,0
"Syrian Arab Republic","Sudan",659.508504248193,"SYR","SDN",0.349158994,0.0006978193139563,0.000243649889654752
"Tajikistan","Sudan",0,"TJK","SDN",0.398371714,0,0
"Tanzania","Sudan",0,"TZA","SDN",0.535534539,0,0
"Thailand","Sudan",0,"THA","SDN",0.308106181,0,0
"Timor-Leste","Sudan",0,"TLS","SDN",0.534921927,0,0
"Togo","Sudan",0,"TGO","SDN",0.575294446,0,0
"Tonga","Sudan",0,"TON","SDN",0.416826951,0,0
"Trinidad and Tobago","Sudan",0,"TTO","SDN",0.302344053,0,0
"Tunisia","Sudan",310.008488523851,"TUN","SDN",0.317379887,0.000475664700415292,0.000150966408867694
"Turkey","Sudan",0,"TUR","SDN",0.277430808,0,0
"Turkmenistan","Sudan",0,"TKM","SDN",0.293216469,0,0
"Turks and Caicos Islands","Sudan",0,"TCA","SDN",NA,NA,NA
"Tuvalu","Sudan",0,"TUV","SDN",NA,NA,NA
"Uganda","Sudan",519.313582686451,"UGA","SDN",0.521598036,0.000684844192688623,0.000357213385872391
"Ukraine","Sudan",0,"UKR","SDN",0.262116511,0,0
"United Arab Emirates","Sudan",98.7288180012265,"ARE","SDN",0.297816031,0.00176595842829545,0.000525930730025948
"United Kingdom","Sudan",560.779686246967,"GBR","SDN",0.164744418,0.000120179813351275,1.97989534059044e-05
"United States","Sudan",404.788153805029,"USA","SDN",0.199021375,0.000167048660172724,3.32462540394832e-05
"Uruguay","Sudan",0,"URY","SDN",0.273960494,0,0
"Uzbekistan","Sudan",0,"UZB","SDN",0.304348356,0,0
"Vanuatu","Sudan",0,"VUT","SDN",0.447106462,0,0
"Venezuela, RB","Sudan",0,"VEN","SDN",0.284910779,0,0
"Vietnam","Sudan",0,"VNM","SDN",0.381388268,0,0
"Virgin Islands (U.S.)","Sudan",0,"VIR","SDN",NA,0,NA
"West Bank and Gaza","Sudan",2778.22893855451,"PSE","SDN",NA,0.000920815425831765,NA
"Yemen, Rep.","Sudan",4638.27986969762,"YEM","SDN",0.527486219,0.00408771612822368,0.00215621392482203
"Zambia","Sudan",0,"ZMB","SDN",0.4972256,0,0
"Zimbabwe","Sudan",0,"ZWE","SDN",0.472287007,0,0
"Other South","Sudan",14174.3205287432,NA,"SDN",NA,0.00140030427129704,NA
"Other North","Sudan",48.5529925132228,NA,"SDN",NA,1.83587592125814e-05,NA
"Afghanistan","Suriname",0,"AFG","SUR",0.582658705,0,0
"Albania","Suriname",0,"ALB","SUR",0.332708616,0,0
"Algeria","Suriname",0,"DZA","SUR",0.332497303,0,0
"American Samoa","Suriname",0,"ASM","SUR",NA,0,NA
"Andorra","Suriname",0,"AND","SUR",NA,0,NA
"Angola","Suriname",0,"AGO","SUR",0.515639404,0,0
"Antigua and Barbuda","Suriname",0,"ATG","SUR",0.410103328,0,0
"Argentina","Suriname",0,"ARG","SUR",0.262239067,0,0
"Armenia","Suriname",0,"ARM","SUR",0.29721401,0,0
"Aruba","Suriname",0,"ABW","SUR",NA,0,NA
"Australia","Suriname",0,"AUS","SUR",0.238866553,0,0
"Austria","Suriname",0,"AUT","SUR",0.194990141,0,0
"Azerbaijan","Suriname",0,"AZE","SUR",0.292860758,0,0
"Bahamas, The","Suriname",0,"BHS","SUR",0.3484318,0,0
"Bahrain","Suriname",0,"BHR","SUR",0.338698428,0,0
"Bangladesh","Suriname",0,"BGD","SUR",0.495135268,0,0
"Barbados","Suriname",0,"BRB","SUR",0.351954265,0,0
"Belarus","Suriname",0,"BLR","SUR",0.230041615,0,0
"Belgium","Suriname",0,"BEL","SUR",0.205225833,0,0
"Belize","Suriname",0,"BLZ","SUR",0.293049515,0,0
"Benin","Suriname",0,"BEN","SUR",0.517243631,0,0
"Bermuda","Suriname",0,"BMU","SUR",NA,0,NA
"Bhutan","Suriname",0,"BTN","SUR",0.422441886,0,0
"Bolivia","Suriname",0,"BOL","SUR",0.378167921,0,0
"Bosnia and Herzegovina","Suriname",0,"BIH","SUR",0.2722268,0,0
"Botswana","Suriname",0,"BWA","SUR",0.421447167,0,0
"Brazil","Suriname",6783.08278976417,"BRA","SUR",0.295596157,0.0049609788713325,0.00146644628932409
"Brunei Darussalam","Suriname",0,"BRN","SUR",0.302437937,0,0
"Bulgaria","Suriname",0,"BGR","SUR",0.223077829,0,0
"Burkina Faso","Suriname",0,"BFA","SUR",0.533261358,0,0
"Burundi","Suriname",0,"BDI","SUR",0.589934385,0,0
"Cambodia","Suriname",0,"KHM","SUR",0.49951571,0,0
"Cameroon","Suriname",0,"CMR","SUR",0.474332679,0,0
"Canada","Suriname",0,"CAN","SUR",0.233574656,0,0
"Cape Verde","Suriname",0,"CPV","SUR",0.349308351,0,0
"Cayman Islands","Suriname",0,"CYM","SUR",NA,0,NA
"Central African Republic","Suriname",0,"CAF","SUR",0.578744904,0,0
"Chad","Suriname",0,"TCD","SUR",0.544175509,0,0
"Channel Islands","Suriname",0,"","SUR",NA,NA,NA
"Chile","Suriname",0,"CHL","SUR",0.282457473,0,0
"China","Suriname",4257.1941796287,"CHN","SUR",0.303023198,0.000510165858091422,0.000154592089829277
"Colombia","Suriname",0,"COL","SUR",0.29815216,0,0
"Comoros","Suriname",0,"COM","SUR",0.460379667,0,0
"Congo, Dem. Rep.","Suriname",0,"COD","SUR",0.571658773,0,0
"Congo, Rep.","Suriname",0,"COG","SUR",0.488770024,0,0
"Costa Rica","Suriname",0,"CRI","SUR",0.342986709,0,0
"Côte d'Ivoire","Suriname",0,"CIV","SUR",0.502742155,0,0
"Croatia","Suriname",0,"HRV","SUR",0.2074084,0,0
"Cuba","Suriname",0,"CUB","SUR",0.386899275,0,0
"Cyprus","Suriname",0,"CYP","SUR",0.226918286,0,0
"Czech Republic","Suriname",0,"CZE","SUR",0.167790564,0,0
"Denmark","Suriname",0,"DNK","SUR",0.144967624,0,0
"Djibouti","Suriname",0,"DJI","SUR",0.452671246,0,0
"Dominica","Suriname",0,"DMA","SUR",0.40126814,0,0
"Dominican Republic","Suriname",0,"DOM","SUR",0.398649596,0,0
"Ecuador","Suriname",0,"ECU","SUR",0.316319862,0,0
"Egypt, Arab Rep.","Suriname",0,"EGY","SUR",0.283767746,0,0
"El Salvador","Suriname",0,"SLV","SUR",0.383533774,0,0
"Equatorial Guinea","Suriname",0,"GNQ","SUR",0.425928626,0,0
"Eritrea","Suriname",0,"ERI","SUR",0.496463053,0,0
"Estonia","Suriname",0,"EST","SUR",0.252987409,0,0
"Ethiopia","Suriname",0,"ETH","SUR",0.547400573,0,0
"Faeroe Islands","Suriname",0,"FRO","SUR",NA,0,NA
"Fiji","Suriname",0,"FJI","SUR",0.421671115,0,0
"Finland","Suriname",0,"FIN","SUR",0.189396599,0,0
"France","Suriname",3143.37982940291,"FRA","SUR",0.150847644,0.0018086128134992,0.000272824981824565
"French Polynesia","Suriname",0,"PYF","SUR",NA,0,NA
"Gabon","Suriname",0,"GAB","SUR",0.354821068,0,0
"Gambia, The","Suriname",0,"GMB","SUR",0.496256117,0,0
"Georgia","Suriname",0,"GEO","SUR",0.304407025,0,0
"Germany","Suriname",0,"DEU","SUR",0.15008984,0,0
"Ghana","Suriname",0,"GHA","SUR",0.472997101,0,0
"Gibraltar","Suriname",0,"GIB","SUR",NA,NA,NA
"Greece","Suriname",0,"GRC","SUR",0.246449197,0,0
"Greenland","Suriname",0,"GRL","SUR",NA,0,NA
"Grenada","Suriname",0,"GRD","SUR",0.355232752,0,0
"Guam","Suriname",0,"GUM","SUR",NA,0,NA
"Guatemala","Suriname",0,"GTM","SUR",0.348952548,0,0
"Guinea","Suriname",0,"GIN","SUR",0.545373092,0,0
"Guinea-Bissau","Suriname",0,"GNB","SUR",0.535389329,0,0
"Guyana","Suriname",10923.7691921726,"GUY","SUR",0.401113015,0.0252005918367501,0.0101082853714232
"Haiti","Suriname",869.148018063221,"HTI","SUR",0.536118523,0.000860754798539047,0.000461466591257916
"Honduras","Suriname",0,"HND","SUR",0.402424291,0,0
"Hong Kong, China","Suriname",0,"HKG","SUR",NA,0,NA
"Hungary","Suriname",0,"HUN","SUR",0.211185316,0,0
"Iceland","Suriname",0,"ISL","SUR",0.235824899,0,0
"India","Suriname",0,"IND","SUR",0.427243396,0,0
"Indonesia","Suriname",0,"IDN","SUR",0.335011941,0,0
"Iran, Islamic Rep.","Suriname",0,"IRN","SUR",0.287427476,0,0
"Iraq","Suriname",0,"IRQ","SUR",0.450231358,0,0
"Ireland","Suriname",0,"IRL","SUR",0.193795309,0,0
"Isle of Man","Suriname",0,"IMN","SUR",NA,NA,NA
"Israel","Suriname",0,"ISR","SUR",0.255671359,0,0
"Italy","Suriname",0,"ITA","SUR",0.211710304,0,0
"Jamaica","Suriname",0,"JAM","SUR",0.361660893,0,0
"Japan","Suriname",0,"JPN","SUR",0.28963038,0,0
"Jordan","Suriname",0,"JOR","SUR",0.304453064,0,0
"Kazakhstan","Suriname",0,"KAZ","SUR",0.28386346,0,0
"Kenya","Suriname",0,"KEN","SUR",0.530444735,0,0
"Kiribati","Suriname",0,"KIR","SUR",NA,0,NA
"Korea, Dem. Rep.","Suriname",0,"PRK","SUR",0.418956817,0,0
"Korea, Rep.","Suriname",0,"KOR","SUR",0.347391189,0,0
"Kosovo","Suriname",0,"KOS","SUR",NA,0,NA
"Kuwait","Suriname",0,"KWT","SUR",0.321234027,0,0
"Kyrgyz Republic","Suriname",0,"KGZ","SUR",0.354819055,0,0
"Lao PDR","Suriname",0,"LAO","SUR",0.4813817,0,0
"Latvia","Suriname",0,"LVA","SUR",0.262947089,0,0
"Lebanon","Suriname",0,"LBN","SUR",0.350353473,0,0
"Lesotho","Suriname",0,"LSO","SUR",0.478677282,0,0
"Liberia","Suriname",0,"LBR","SUR",0.574009116,0,0
"Libya","Suriname",0,"LBY","SUR",0.365473417,0,0
"Liechtenstein","Suriname",0,"LIE","SUR",NA,0,NA
"Lithuania","Suriname",0,"LTU","SUR",0.257202643,0,0
"Luxembourg","Suriname",0,"LUX","SUR",0.129131919,0,0
"Macao, China","Suriname",0,"MAC","SUR",NA,0,NA
"Macedonia, FYR","Suriname",0,"MKD","SUR",0.302812714,0,0
"Madagascar","Suriname",0,"MDG","SUR",0.538860332,0,0
"Malawi","Suriname",0,"MWI","SUR",0.491810578,0,0
"Malaysia","Suriname",0,"MYS","SUR",0.309853932,0,0
"Maldives","Suriname",0,"MDV","SUR",0.397870661,0,0
"Mali","Suriname",0,"MLI","SUR",0.544416313,0,0
"Malta","Suriname",0,"MLT","SUR",0.255508018,0,0
"Marshall Islands","Suriname",0,"MHL","SUR",NA,0,NA
"Mauritania","Suriname",0,"MRT","SUR",0.465284438,0,0
"Mauritius","Suriname",0,"MUS","SUR",0.339225937,0,0
"Mayotte","Suriname",0,"MYT","SUR",NA,0,NA
"Mexico","Suriname",0,"MEX","SUR",0.289546763,0,0
"Micronesia, Fed. Sts.","Suriname",0,"FSM","SUR",0.482598445,0,0
"Moldova","Suriname",0,"MDA","SUR",0.322664458,0,0
"Monaco","Suriname",0,"MCO","SUR",0.188172353,0,0
"Mongolia","Suriname",0,"MNG","SUR",0.399306925,0,0
"Montenegro","Suriname",0,"MNE","SUR",NA,0,NA
"Morocco","Suriname",0,"MAR","SUR",0.364708027,0,0
"Mozambique","Suriname",0,"MOZ","SUR",0.513186923,0,0
"Myanmar","Suriname",0,"MMR","SUR",0.450518179,0,0
"Namibia","Suriname",0,"NAM","SUR",0.427028075,0,0
"Nepal","Suriname",0,"NPL","SUR",0.477594163,0,0
"Netherlands","Suriname",10153.6527847466,"NLD","SUR",0.19057085,0.0102261287671362,0.00194880205136261
"Netherlands Antilles","Suriname",0,"ANT","SUR",NA,0,NA
"New Caledonia","Suriname",0,"NCL","SUR",NA,0,NA
"New Zealand","Suriname",0,"NZL","SUR",0.25937051,0,0
"Nicaragua","Suriname",0,"NIC","SUR",0.375611552,0,0
"Niger","Suriname",0,"NER","SUR",0.529114441,0,0
"Nigeria","Suriname",0,"NGA","SUR",0.502678199,0,0
"Northern Mariana Islands","Suriname",0,"MNP","SUR",NA,0,NA
"Norway","Suriname",0,"NOR","SUR",0.161815828,0,0
"Oman","Suriname",0,"OMN","SUR",0.320837551,0,0
"Pakistan","Suriname",0,"PAK","SUR",0.430075243,0,0
"Palau","Suriname",0,"PLW","SUR",NA,0,NA
"Panama","Suriname",0,"PAN","SUR",0.339105111,0,0
"Papua New Guinea","Suriname",0,"PNG","SUR",0.5018407,0,0
"Paraguay","Suriname",0,"PRY","SUR",0.344765468,0,0
"Peru","Suriname",0,"PER","SUR",0.369894385,0,0
"Philippines","Suriname",0,"PHL","SUR",0.381765514,0,0
"Poland","Suriname",0,"POL","SUR",0.149939918,0,0
"Portugal","Suriname",0,"PRT","SUR",0.254607569,0,0
"Puerto Rico","Suriname",0,"PRI","SUR",NA,0,NA
"Qatar","Suriname",0,"QAT","SUR",0.293961871,0,0
"Romania","Suriname",0,"ROU","SUR",0.25070976,0,0
"Russian Federation","Suriname",0,"RUS","SUR",0.289435913,0,0
"Rwanda","Suriname",0,"RWA","SUR",0.520745874,0,0
"Samoa","Suriname",0,"WSM","SUR",NA,0,NA
"San Marino","Suriname",0,"SMR","SUR",NA,0,NA
"São Tomé and Principe","Suriname",0,"STP","SUR",0.502075232,0,0
"Saudi Arabia","Suriname",0,"SAU","SUR",0.341458032,0,0
"Senegal","Suriname",0,"SEN","SUR",0.472086175,0,0
"Serbia","Suriname",0,"SRB","SUR",0.334148658,0,0
"Seychelles","Suriname",0,"SYC","SUR",0.372139737,0,0
"Sierra Leone","Suriname",0,"SLE","SUR",0.589453921,0,0
"Singapore","Suriname",0,"SGP","SUR",0.352335547,0,0
"Slovak Republic","Suriname",0,"SVK","SUR",0.187754477,0,0
"Slovenia","Suriname",0,"SVN","SUR",0.170795336,0,0
"Solomon Islands","Suriname",0,"SLB","SUR",0.54393412,0,0
"Somalia","Suriname",0,"SOM","SUR",0.619269074,0,0
"South Africa","Suriname",0,"ZAF","SUR",0.365560843,0,0
"Spain","Suriname",0,"ESP","SUR",0.213517562,0,0
"Sri Lanka","Suriname",0,"LKA","SUR",0.331939377,0,0
"St. Kitts and Nevis","Suriname",0,"KNA","SUR",0.397369798,0,0
"St. Lucia","Suriname",0,"LCA","SUR",0.303784368,0,0
"St. Vincent and the Grenadines","Suriname",0,"VCT","SUR",0.361696647,0,0
"Sudan","Suriname",0,"SDN","SUR",0.526867847,0,0
"Suriname","Suriname",0,"SUR","SUR",0.305608387,0,0
"Swaziland","Suriname",0,"SWZ","SUR",0.411058237,0,0
"Sweden","Suriname",0,"SWE","SUR",0.205265765,0,0
"Switzerland","Suriname",0,"CHE","SUR",0.155764363,0,0
"Syrian Arab Republic","Suriname",0,"SYR","SUR",0.349158994,0,0
"Tajikistan","Suriname",0,"TJK","SUR",0.398371714,0,0
"Tanzania","Suriname",0,"TZA","SUR",0.535534539,0,0
"Thailand","Suriname",0,"THA","SUR",0.308106181,0,0
"Timor-Leste","Suriname",0,"TLS","SUR",0.534921927,0,0
"Togo","Suriname",0,"TGO","SUR",0.575294446,0,0
"Tonga","Suriname",0,"TON","SUR",0.416826951,0,0
"Trinidad and Tobago","Suriname",0,"TTO","SUR",0.302344053,0,0
"Tunisia","Suriname",0,"TUN","SUR",0.317379887,0,0
"Turkey","Suriname",0,"TUR","SUR",0.277430808,0,0
"Turkmenistan","Suriname",0,"TKM","SUR",0.293216469,0,0
"Turks and Caicos Islands","Suriname",0,"TCA","SUR",NA,NA,NA
"Tuvalu","Suriname",0,"TUV","SUR",NA,NA,NA
"Uganda","Suriname",0,"UGA","SUR",0.521598036,0,0
"Ukraine","Suriname",0,"UKR","SUR",0.262116511,0,0
"United Arab Emirates","Suriname",0,"ARE","SUR",0.297816031,0,0
"United Kingdom","Suriname",0,"GBR","SUR",0.164744418,0,0
"United States","Suriname",349.523331660813,"USA","SUR",0.199021375,0.00014424187986778,2.87072172638703e-05
"Uruguay","Suriname",0,"URY","SUR",0.273960494,0,0
"Uzbekistan","Suriname",0,"UZB","SUR",0.304348356,0,0
"Vanuatu","Suriname",0,"VUT","SUR",0.447106462,0,0
"Venezuela, RB","Suriname",0,"VEN","SUR",0.284910779,0,0
"Vietnam","Suriname",0,"VNM","SUR",0.381388268,0,0
"Virgin Islands (U.S.)","Suriname",0,"VIR","SUR",NA,0,NA
"West Bank and Gaza","Suriname",0,"PSE","SUR",NA,0,NA
"Yemen, Rep.","Suriname",0,"YEM","SUR",0.527486219,0,0
"Zambia","Suriname",0,"ZMB","SUR",0.4972256,0,0
"Zimbabwe","Suriname",0,"ZWE","SUR",0.472287007,0,0
"Other South","Suriname",1874.14356110139,NA,"SUR",NA,0.000185149702824366,NA
"Other North","Suriname",1120.10631345957,NA,"SUR",NA,0.000423532331105981,NA
"Afghanistan","Swaziland",0,"AFG","SWZ",0.582658705,0,0
"Albania","Swaziland",0,"ALB","SWZ",0.332708616,0,0
"Algeria","Swaziland",0,"DZA","SWZ",0.332497303,0,0
"American Samoa","Swaziland",0,"ASM","SWZ",NA,0,NA
"Andorra","Swaziland",0,"AND","SWZ",NA,0,NA
"Angola","Swaziland",0,"AGO","SWZ",0.515639404,0,0
"Antigua and Barbuda","Swaziland",0,"ATG","SWZ",0.410103328,0,0
"Argentina","Swaziland",0,"ARG","SWZ",0.262239067,0,0
"Armenia","Swaziland",0,"ARM","SWZ",0.29721401,0,0
"Aruba","Swaziland",0,"ABW","SWZ",NA,0,NA
"Australia","Swaziland",0,"AUS","SWZ",0.238866553,0,0
"Austria","Swaziland",0,"AUT","SWZ",0.194990141,0,0
"Azerbaijan","Swaziland",0,"AZE","SWZ",0.292860758,0,0
"Bahamas, The","Swaziland",0,"BHS","SWZ",0.3484318,0,0
"Bahrain","Swaziland",0,"BHR","SWZ",0.338698428,0,0
"Bangladesh","Swaziland",0,"BGD","SWZ",0.495135268,0,0
"Barbados","Swaziland",0,"BRB","SWZ",0.351954265,0,0
"Belarus","Swaziland",0,"BLR","SWZ",0.230041615,0,0
"Belgium","Swaziland",0,"BEL","SWZ",0.205225833,0,0
"Belize","Swaziland",0,"BLZ","SWZ",0.293049515,0,0
"Benin","Swaziland",0,"BEN","SWZ",0.517243631,0,0
"Bermuda","Swaziland",0,"BMU","SWZ",NA,0,NA
"Bhutan","Swaziland",0,"BTN","SWZ",0.422441886,0,0
"Bolivia","Swaziland",0,"BOL","SWZ",0.378167921,0,0
"Bosnia and Herzegovina","Swaziland",0,"BIH","SWZ",0.2722268,0,0
"Botswana","Swaziland",0,"BWA","SWZ",0.421447167,0,0
"Brazil","Swaziland",0,"BRA","SWZ",0.295596157,0,0
"Brunei Darussalam","Swaziland",0,"BRN","SWZ",0.302437937,0,0
"Bulgaria","Swaziland",0,"BGR","SWZ",0.223077829,0,0
"Burkina Faso","Swaziland",0,"BFA","SWZ",0.533261358,0,0
"Burundi","Swaziland",0,"BDI","SWZ",0.589934385,0,0
"Cambodia","Swaziland",0,"KHM","SWZ",0.49951571,0,0
"Cameroon","Swaziland",0,"CMR","SWZ",0.474332679,0,0
"Canada","Swaziland",0,"CAN","SWZ",0.233574656,0,0
"Cape Verde","Swaziland",0,"CPV","SWZ",0.349308351,0,0
"Cayman Islands","Swaziland",0,"CYM","SWZ",NA,0,NA
"Central African Republic","Swaziland",0,"CAF","SWZ",0.578744904,0,0
"Chad","Swaziland",0,"TCD","SWZ",0.544175509,0,0
"Channel Islands","Swaziland",0,"","SWZ",NA,NA,NA
"Chile","Swaziland",0,"CHL","SWZ",0.282457473,0,0
"China","Swaziland",0,"CHN","SWZ",0.303023198,0,0
"Colombia","Swaziland",0,"COL","SWZ",0.29815216,0,0
"Comoros","Swaziland",0,"COM","SWZ",0.460379667,0,0
"Congo, Dem. Rep.","Swaziland",0,"COD","SWZ",0.571658773,0,0
"Congo, Rep.","Swaziland",0,"COG","SWZ",0.488770024,0,0
"Costa Rica","Swaziland",0,"CRI","SWZ",0.342986709,0,0
"Côte d'Ivoire","Swaziland",0,"CIV","SWZ",0.502742155,0,0
"Croatia","Swaziland",0,"HRV","SWZ",0.2074084,0,0
"Cuba","Swaziland",0,"CUB","SWZ",0.386899275,0,0
"Cyprus","Swaziland",0,"CYP","SWZ",0.226918286,0,0
"Czech Republic","Swaziland",0,"CZE","SWZ",0.167790564,0,0
"Denmark","Swaziland",0,"DNK","SWZ",0.144967624,0,0
"Djibouti","Swaziland",0,"DJI","SWZ",0.452671246,0,0
"Dominica","Swaziland",0,"DMA","SWZ",0.40126814,0,0
"Dominican Republic","Swaziland",0,"DOM","SWZ",0.398649596,0,0
"Ecuador","Swaziland",0,"ECU","SWZ",0.316319862,0,0
"Egypt, Arab Rep.","Swaziland",0,"EGY","SWZ",0.283767746,0,0
"El Salvador","Swaziland",0,"SLV","SWZ",0.383533774,0,0
"Equatorial Guinea","Swaziland",0,"GNQ","SWZ",0.425928626,0,0
"Eritrea","Swaziland",0,"ERI","SWZ",0.496463053,0,0
"Estonia","Swaziland",0,"EST","SWZ",0.252987409,0,0
"Ethiopia","Swaziland",0,"ETH","SWZ",0.547400573,0,0
"Faeroe Islands","Swaziland",0,"FRO","SWZ",NA,0,NA
"Fiji","Swaziland",0,"FJI","SWZ",0.421671115,0,0
"Finland","Swaziland",0,"FIN","SWZ",0.189396599,0,0
"France","Swaziland",0,"FRA","SWZ",0.150847644,0,0
"French Polynesia","Swaziland",0,"PYF","SWZ",NA,0,NA
"Gabon","Swaziland",0,"GAB","SWZ",0.354821068,0,0
"Gambia, The","Swaziland",0,"GMB","SWZ",0.496256117,0,0
"Georgia","Swaziland",0,"GEO","SWZ",0.304407025,0,0
"Germany","Swaziland",0,"DEU","SWZ",0.15008984,0,0
"Ghana","Swaziland",0,"GHA","SWZ",0.472997101,0,0
"Gibraltar","Swaziland",0,"GIB","SWZ",NA,NA,NA
"Greece","Swaziland",0,"GRC","SWZ",0.246449197,0,0
"Greenland","Swaziland",0,"GRL","SWZ",NA,0,NA
"Grenada","Swaziland",0,"GRD","SWZ",0.355232752,0,0
"Guam","Swaziland",0,"GUM","SWZ",NA,0,NA
"Guatemala","Swaziland",0,"GTM","SWZ",0.348952548,0,0
"Guinea","Swaziland",0,"GIN","SWZ",0.545373092,0,0
"Guinea-Bissau","Swaziland",0,"GNB","SWZ",0.535389329,0,0
"Guyana","Swaziland",0,"GUY","SWZ",0.401113015,0,0
"Haiti","Swaziland",0,"HTI","SWZ",0.536118523,0,0
"Honduras","Swaziland",0,"HND","SWZ",0.402424291,0,0
"Hong Kong, China","Swaziland",0,"HKG","SWZ",NA,0,NA
"Hungary","Swaziland",0,"HUN","SWZ",0.211185316,0,0
"Iceland","Swaziland",0,"ISL","SWZ",0.235824899,0,0
"India","Swaziland",0,"IND","SWZ",0.427243396,0,0
"Indonesia","Swaziland",0,"IDN","SWZ",0.335011941,0,0
"Iran, Islamic Rep.","Swaziland",0,"IRN","SWZ",0.287427476,0,0
"Iraq","Swaziland",0,"IRQ","SWZ",0.450231358,0,0
"Ireland","Swaziland",0,"IRL","SWZ",0.193795309,0,0
"Isle of Man","Swaziland",0,"IMN","SWZ",NA,NA,NA
"Israel","Swaziland",0,"ISR","SWZ",0.255671359,0,0
"Italy","Swaziland",0,"ITA","SWZ",0.211710304,0,0
"Jamaica","Swaziland",0,"JAM","SWZ",0.361660893,0,0
"Japan","Swaziland",0,"JPN","SWZ",0.28963038,0,0
"Jordan","Swaziland",0,"JOR","SWZ",0.304453064,0,0
"Kazakhstan","Swaziland",0,"KAZ","SWZ",0.28386346,0,0
"Kenya","Swaziland",0,"KEN","SWZ",0.530444735,0,0
"Kiribati","Swaziland",0,"KIR","SWZ",NA,0,NA
"Korea, Dem. Rep.","Swaziland",0,"PRK","SWZ",0.418956817,0,0
"Korea, Rep.","Swaziland",0,"KOR","SWZ",0.347391189,0,0
"Kosovo","Swaziland",0,"KOS","SWZ",NA,0,NA
"Kuwait","Swaziland",0,"KWT","SWZ",0.321234027,0,0
"Kyrgyz Republic","Swaziland",0,"KGZ","SWZ",0.354819055,0,0
"Lao PDR","Swaziland",0,"LAO","SWZ",0.4813817,0,0
"Latvia","Swaziland",0,"LVA","SWZ",0.262947089,0,0
"Lebanon","Swaziland",0,"LBN","SWZ",0.350353473,0,0
"Lesotho","Swaziland",0,"LSO","SWZ",0.478677282,0,0
"Liberia","Swaziland",0,"LBR","SWZ",0.574009116,0,0
"Libya","Swaziland",0,"LBY","SWZ",0.365473417,0,0
"Liechtenstein","Swaziland",0,"LIE","SWZ",NA,0,NA
"Lithuania","Swaziland",0,"LTU","SWZ",0.257202643,0,0
"Luxembourg","Swaziland",0,"LUX","SWZ",0.129131919,0,0
"Macao, China","Swaziland",0,"MAC","SWZ",NA,0,NA
"Macedonia, FYR","Swaziland",0,"MKD","SWZ",0.302812714,0,0
"Madagascar","Swaziland",0,"MDG","SWZ",0.538860332,0,0
"Malawi","Swaziland",0,"MWI","SWZ",0.491810578,0,0
"Malaysia","Swaziland",0,"MYS","SWZ",0.309853932,0,0
"Maldives","Swaziland",0,"MDV","SWZ",0.397870661,0,0
"Mali","Swaziland",0,"MLI","SWZ",0.544416313,0,0
"Malta","Swaziland",0,"MLT","SWZ",0.255508018,0,0
